,tweet,category
1987,moron redskin team name trash liber white offend onli,Hate
1988,hockey watch trash white onli,Hate
1989,guess say eztaughtu caught nigga rt faggot got,Hate
1990,femal pregnant pig guinea,Hate
1991,yardi outsid fuckin dah eh,Hate
1992,pas bitch stick,Hate
1993,paula gotta tonight pussi knee nigga stage hi get talmbout back got patton,Hate
1994,faggot peac httptco0i54t117x9,Hate
1995,say never speak ask bout subtweet bitch shit lil nigga oml ion peopl n babi none tbh dam give,Hate
1996,sex dollar real ask bitch made thousand better fuckin peopl donat mackget christi,Hate
1997,le respect chose countri consider scum trash peopl deserv citi neither miser,Hate
1998,ezra toward whether miller first queer perhap crack identifi regardless chang gay,Hate
1999,retard everyon resolut new go buy jackass person yeah year ps3 im,Hate
2000,pussi goon fuck peyton eli man,Hate
2001,let condo pick find hoe buy time go fine chea citi,Hate
2002,httptcoculwvpcpa7 piss cuba see guevara shirt ur littl wear liber faggot che move,Hate
2003,piss scream brett whore fag window peopl much,Hate
2004,guess like play money find go hoe emot believ nigga dont,Hate
2005,nice shut hoe honestli person oldirtyjesu plea im marlsoul,Hate
2006,shed never like start swore yall shit hoe brandnewandrew rt break soon precis harold,Hate
2007,utilti presid pretend money make whore stay day govt ghetto beg one rain,Hate
2008,niggah httptcojqlst70msm pretti,Hate
2009,sure bitch ya nude nigga phone pretti got,Hate
2010,say onc obeyand genuinelyfuck bitch love daygirl promis hit sayi,Hate
2011,pull bore nicca,Hate
2012,yall hoe pussi nigga fuck wit cant,Hate
2013,gotta khloe life dump k french pussi adolfhibsta love trash sad lol rt cqminaj ghetto glad im,Hate
2014,fun start redskin said lineup put instead dolphinsitl,Hate
2015,like barackobama putin bitch make look polici foreign,Hate
2016,quan aight dino nigga rt faggot man,Hate
2017,stop quan rt faggot tl,Hate
2018,think even want one talk shit mad quit fuck faggot bc serious,Hate
2019,america kill columbu 05professor injun rt found sincethecubswonaworldseri,Hate
2020,mean nigger 07cannon httptconxpjprhsbu trash fuck macklemor rt,Hate
2021,cri 0oitscrunch bitch whini girl lawsofsex rt def manddddddd care,Hate
2022,queer j thi cole 0hallis0n fuck rt,Hate
2023,least kill 10thamend w yr httptcoqztxjv9x8j 10 http nj brendantevlin ring 2 otherspart rt terrorist ago jihadi,Hate
2024,run like nah 1stblockthoma wayn wi aint hoe mouth nigga hi girl rt lowworldsfinest boa 1stblocjeremiah chill,Hate
2025,44binko hoe voiceofdstreetz u rt,Hate
2026,httptcok6x3dukhtf hernandez juri 49ant aaron bitch girlfriend time grand 29 lie rt newsbreak,Hate
2027,a2dao dyke httpstcoywegzs78om rt surround,Hate
2028,nothin press bitch whi aint worryin pussi go ajcolemanbabi fuckin nigga u get dont rt instead munnaaaa,Hate
2029,sum1 liek look complimentz u actuallyamdolan trash n rt wen httptco5agyhbtfxh,Hate
2030,say pas adamweinstein race ban redneck work thi today wa abort florida rep rt select excus theori,Hate
2031,bad good weed adddisonn bitch smoke rt,Hate
2032,tell bitch text ugli rt adolfniggl httptco060glx19or,Hate
2033,httptcogbgjiuiref minaj bitch ratchet tmz boyfriend smash adolfhibsta nicki httptcobxqd30z6nb benz rt,Hate
2034,like belt ima day alexdavisrap forgot wear coon feel fuck rt,Hate
2035,nothin httptcoudkcfhbuiz everyon bitch alexsimonson wrong brother lmaoo rt pray,Hate
2036,ima occupyslu fe bitch livestream thi said choke fuck rt alexiisstarr w white slap interview,Hate
2037,alissaonelov talk femal pussi mouth nigga ate rt,Hate
2038,know bitch natali name rt allknowa,Hate
2039,piss hoe ill rt ambeerrxoxo,Hate
2040,word 3 amosloui hoe face rt broke,Hate
2041,austin bitch aint hoe thing wholesom rt androgyneadv 99 gay houston,Hate
2042,call sex ad fact warn bitch anisasothick review next immigr lie rt id w,Hate
2043,antbreezyobb bitch greedi hoe nigga rt,Hate
2044,wife muslim massacr arcticfox2016 includ 150 slept kid pastor christian hi httptcovnr60mjfo6 rt jihadi,Hate
2045,play bitch thi surfer httptcobk5unhqo3z rt subway much arlisdonotchil,Hate
2046,asiacakesss eatin dinner bitch yall microwav makin nigga homemad rt anoth meanwhil,Hate
2047,averyrondinelli tneut10 bitch go competit host rt baddest,Hate
2048,like aygeraldjay oh httpstcofyk1xebgv7 today wa nigga ape rt gon learn,Hate
2049,know ayyeevont straight whi hoe peopl rt fuck problem got gay,Hate
2050,cue tim tcot 432 tom liber attack rt uncl b1blancer teaparti left scott gop,Hate
2051,ima ok bitch bud proven rt point bbflockajam catch ajswagggg,Hate
2052,dumb refrain bitch rt plea could bnasty00037,Hate
2053,bvsedxjesu relationship real side game hoe lie rt want,Hate
2054,like someon httptcorrqzsym4ti compliment badadvicedog look trash rt,Hate
2055,say stop bad faggot wa realli watch rt badnewsali match,Hate
2056,hoe lul tino free rt ballout057,Hate
2057,run like liveanduncut fix ask bitch ya need pussi flat tire nigga rt put basedpaco gun em,Hate
2058,lebron spectacl bitch alway make look nigga lol rt basedpaco,Hate
2059,word httptc nut basedza bitch aint said around lil nigga wit damn b rt lie got town,Hate
2060,think kill ant way pussi wa u ever nigga damn hi rt get sidewalk beeasyjrizzi,Hate
2061,faggot tell mine whi yall aint look better beemsperfect young rt thug lol nail fckin,Hate
2062,bellefemlavi bare niggaz ani bitch everi rt ganglandabbi back,Hate
2063,call bestvinefight see kid nigger httpstcox59d4kmy7p final rt white duti,Hate
2064,like nigger rt tweet bignorton,Hate
2065,scene real bitchimasavag bitch make cuz silenc violenc nigga realli wit rt move,Hate
2066,like die 8 ride alreadi talk bitch bitchniggaalexx time everi nigga done rt,Hate
2067,latri pas uhnot blacknerdjad bitch fireinfreetown see drunk ht nigga rapeyass rt rape,Hate
2068,new hoe blackrichyrich everi nigga next da old rt,Hate
2069,ho one black unemploy find blackelvi afford vanish peopl rt favorit friend episod white mysteri,Hate
2070,say let guy hate date black talk girlfriend shit girl cultur stupid rt white blackkhippie nig,Hate
2071,yall hiagokouri hoe smash team lmao fool whole rt thompsonera chill blakeanthony98,Hate
2072,god mock rt blessedyaszay iwanttopunchpeoplewho,Hate
2073,call denomin definit bobhel pussi lowest wa stupid whoever number rt matur common probabl,Hate
2074,irrelev bitch aint feed fuck rt opinion support bombfantasyyi,Hate
2075,yo monogam bitch anonym hoe u nigga fuck rt got news boobah,Hate
2076,real bitch need shit nigga rt slap boobssho,Hate
2077,charli come quasireligi sake last next rt song brentlanders6 two whiteironband,Hate
2078,like briwh0 bitch hoe nigga rt gossip em,Hate
2079,follow followmebeau cunt brooksbeau retweet thi spree rt,Hate
2080,brooooo trynna whi hoe lmao rt gay,Hate
2081,lauderdal hoe broski5519 rt,Hate
2082,sum bitch u old brace rt broski5519,Hate
2083,like nigger thi httptco0lrdpized0 dont brucewayneakia rt,Hate
2084,holi cunt breast cancer alreadi talk thi clairemac huntermoor get fuck rt bubbafishh still,Hate
2085,like seen dirt talk bitch look shit impresseddont rt wildblood817 buckm00s,Hate
2086,beaner depot hang didnt home yr work major l old rt want buckm00s abel 43,Hate
2087,biggest bitch tha ross rt bvttousaibonez,Hate
2088,bitch champagn dont rt take cant karma dish,Hate
2089,gonna daquan im pregnant nigger grandbabi rt httptco9aayrrknbt got chlldhoodruin great,Hate
2090,pay money cpritchett pussi buy love 1bookieg dont rt cant,Hate
2091,know capotoheaven even bitch aint shit name nigga rt cheat,Hate
2092,absolut worst capotoheaven bitch soror rt girl,Hate
2093,sex never cu tell carlcjsmith lost youll mean pussi eat dont rt girl bore,Hate
2094,rid know tonygetsbj bitch whore wa carxlito get rn tropicaldrew rt one dana donat,Hate
2095,monro like nobel biggest causewereguy bitch worship hoe time wa marilyn rt prize got fuc,Hate
2096,httptcokeejvwbgbr talk causewereguy bitch boyfriend 247 rt,Hate
2097,wanna know hygien par behind bitch put ya cbazzthagreat nose flinchyou wipe rt ear got,Hate
2098,like seem bitch chaantelli beyonc rt,Hate
2099,tryna chellososa ride bitch nigga get fa wit gang rt somebodi u fit ju em,Hate
2100,iron biggest crib bitch except man hoe hero everi peter nigga loser rt parker super chicoflicoflam whip,Hate
2101,tweetsomethingyougetalot talk go davidam23 hoe chicothewolf davidpullsbitch rt,Hate
2102,promis guy illiter chiefcaitlin hillbilli forgot letter rt one im,Hate
2103,swole chivasge fag fuck rt,Hate
2104,everyday dyke halloween chrisjustjok rt,Hate
2105,call martin side uppiti chrissynich tom major baker ignor rt uncl becaus pure,Hate
2106,clicquot nigg condo dom perfect hoe parti p clicquotsuav type rt cali blast visionm moet,Hate
2107,say bitch doe clicquotsuav fox rt,Hate
2108,bore cunt comin oi kubrat ya cliftons big rt klitschko httptcomg2sre0jr8,Hate
2109,bitch nigguh rt clintswift 00sexilexi00,Hate
2110,like long real fella bitch year men actin halloween caus rt youv merica cloydriv dress,Hate
2111,coffybrownchi hoe believ dont rt refund,Hate
2112,good coleflexxx finger pussi time eat n rt,Hate
2113,bitch whi mess tf nigga rt friend world coleymoniqu,Hate
2114,punch nw ike dc florida nigga youoksi conceitednorezn rt young ladi ave harass ga,Hate
2115,eatin like pas tri hate good slobin blunt pussi nerv nigga rt im cooliegbe300,Hate
2116,kill craziestsex httptcouvs9e1gxpf bitch rt,Hate
2117,uhh creepgawddess tell bitch httptcoz4p52lbfek need sneez dont rt bless got,Hate
2118,hate cuffnoslut bitch basic rt,Hate
2119,bitch cuhcuhcuh love nigga cuh rt got,Hate
2120,cig cuhcuhcuh bitch smoke cuh rt disgust,Hate
2121,let cuhcuhcuh bitch ill leav cuh rt hit crippl,Hate
2122,sexi cuhcuhcuh bitch fucc ill ugli cuh rt world,Hate
2123,irish bitch cuhcuhcuh mix fals shit charcoal cuh rt sayin blacc,Hate
2124,hot cuhcuhcuh weather hoe ugg wear cuh rt white still,Hate
2125,curlsgoddess stop schooler dumb wrap bitch middl well love rt want mo,Hate
2126,neva real check hoe nigga dont rt currensyspitta,Hate
2127,dollar click hoe shit fuckin n rt currensyspitta ticket25,Hate
2128,yupp quarterback httptcoqluuajl play girlfriend hoe thi ill ever cheerlead rt curvabl got man,Hate
2129,snow cuteoverload cri httptcogmk5dbjajq babi rt im monkey,Hate
2130,uncrust skidmarkresist czickenshack alreadi readi whiti taken tighti mass final rt fu appar im market,Hate
2131,pacdagoat serious cri pprichhil tackl dbnkev rt faggot httptco7s0v4pm7ib legal,Hate
2132,deon1093 everyon duhhrt hoe paperchaysin ahaaaa rt,Hate
2133,gotta retard class skip u rt colleg detroitsweet,Hate
2134,pan kingsimi hand actual tell befor pussi stink gettin djzeeti rt foot girl dirti,Hate
2135,hate told bitch cornbal thi nigga djzeeti rt tri httptcocjfz9dauyl im,Hate
2136,like 3 guest act show hoe thi appear dadude1914 nigga karli wit rt plu askwhy05 two,Hate
2137,bitch daraunn week havent rt slap joshuataddac two,Hate
2138,poor bitch kid pregnant smh dasianah ghetto rt af,Hate
2139,run ha deraydavi bitch ratchet cours cure rt,Hate
2140,throw bgulll1611 dbrad80 pussi men dewis14 whammer coleduff24 peckadel rt htotheov asshol onli,Hate
2141,colour play haircut khaki dezdlt wear cargo httptcoa1sdhby8xt rt girl soccer cheat,Hate
2142,like toward built cuz fill bitch animos lost hoe realli reason rt problem im dhetbtchh,Hate
2143,yu ha trifl ima bitch dinerolocobo nigga cat leav fa fuck rt dat alon,Hate
2144,catfish ima arm bitch fake rt dinofool,Hate
2145,stop jail rtbrat play su shit fuckin nigga doestaxxx bird rt scare seriou,Hate
2146,half breed dogbountyhunt apach thi eatmytaz rt hey chiricahua warmachine170 boy,Hate
2147,like hoe nigga dregambiino flo rt httptcoswfpgrbliv got,Hate
2148,bleach teamzimmerman drink bitch drizzytaughtbr youda thing wa done rt aubreychest,Hate
2149,tho drrake right hoe rt httptcogle9rsfkwj,Hate
2150,like niggah prolli drummerkid0328 realli dont fuck rt feel give,Hate
2151,ehssecretadmir pussi rt cartermarteeni murder,Hate
2152,teen patient across bring illeg diseas emadair225 border separ yellow pregnant http rt tape contagi,Hate
2153,kbthree throw ha like bitch etae627 skinni lil rt frito tecoremixbol,Hate
2154,pas retard well asvab go full might ericwithahotdad rt cant,Hate
2155,letsarguebox bitch buckm00s time game childish dont rt mray9729 ericmarin fight,Hate
2156,save live good ima start buddi dick program bitter dri pussi wit fuck rt erudite1914 lol folk match,Hate
2157,evanbecker513 nigger whattheflocka rt omg,Hate
2158,httptcovwt4i9poc2 hoe love dont freecev rt,Hate
2159,real fashioniskei bitch nigga dont rt want soft,Hate
2160,faggit hitler convinc uniform lock leather bitch kid closest faz wa men hi rt want alon,Hate
2161,star feelinmarvel bitch danger safe nigga rt want porn virgin,Hate
2162,kill mention liberal2 bitch liberal1 racist yeah lol femshaveballz rt white,Hate
2163,austin regular makeitsndgood 1markusa especi ppl yellow nigga u damn rt curv daili fewjr,Hate
2164,nobodi rather bitch wi yall nigga fake dont fuck rt id trust fewjr faker,Hate
2165,fleebiscuit bitch see look pussi rt sit mirror pee,Hate
2166,bitch distanc fuck rt flirtyword,Hate
2167,let dollar pick bitch 10 go tattedhm hml freakoslam93 lol rt brogod dat onli,Hate
2168,dm like skin bitch httptcolzlunyh5xo wait respond light nigga freefaceridess rt,Hate
2169,happen bitch thi freeladdin nigga ugli httptcodfkymadk3b rt ga,Hate
2170,freshcigarett cunt without weed talk 20 go second rt,Hate
2171,bitch whi first text friendlyassh0l singl lone stupid dont rt,Hate
2172,say someth bitch ill friendlyassh0l concern tweet dont rt got,Hate
2173,alex think wage start yr bitch im minimum friendlyassh0l cloth done nigga 13 old realli rt got line,Hate
2174,snitch teacher incred pussi madd fucktravonn nigga rt give cirocbwoy gay,Hate
2175,70 mauri expo hoe old rt year fuckyouisaac still,Hate
2176,yo everywher build greyhound bout fli funkydineva hoe chile rt take im bermuda,Hate
2177,like bitch middl httptco8hdtphph51 school funnypicsdepot rt,Hate
2178,prepar prep glodeh shitti bitch yall ralli talm rt booti,Hate
2179,like unfollow bitch 100d nigga lame bro rt dat gmbace,Hate
2180,woozi gvldenbeauti hoe rt,Hate
2181,gabrielmontoya hope tell cuz bitch see brandonrios1 u love fac dont fuck rt would,Hate
2182,like retard gavinmcinn ask cure govt rt healthcar,Hate
2183,know hoe wishi washi rt gottaluvlexci,Hate
2184,pacdagoat ya lmfaoooooooooo stink falcant blakedabasedson trash greatnegrodamu rt lmfaooooooooooo,Hate
2185,griffthegreat like bitch day said nigga drake best rt act,Hate
2186,say pacdagoat kill like die onc bitch http guapoaficionado better place lone rt world em,Hate
2187,say like stopbeingsob rampag date outsid whi yall hoe hennerg lil rt girl matur,Hate
2188,g yo hgshit bitch aye 1bookieg fuck rt mistak,Hate
2189,johnni michael mock pretend sam okay dick hed mouth get hi hofsportstalk manziel rt,Hate
2190,behind redempt thirsti hooligansissu fuck rt faggot eachoth ajswagggg probabl,Hate
2191,like cool bitchesit bout viridoesitt last worri wa time nigga u rt night hypebeastaustin,Hate
2192,elect woman south black war redneck first parti ever racist hawkinsusa dude rt,Hate
2193,stop 1 pussi heissarcast 2 rt tweet fuck offend feel sensit,Hate
2194,control start birth pop whi hoe dont rt heissarcast molli,Hate
2195,remind dick nigger suck skinni rt faggot hermitthrush giant,Hate
2196,someon hiimanasshol said chief trashim rt keef glad victoriafina,Hate
2197,dumb highfiveohtwo stand bitch thi fuck rt cant,Hate
2198,call later gonna side hntrmoor bitch ex ever yea fuck rt im,Hate
2199,like spend money talk hoeslovem hoe nigga rt,Hate
2200,cunt irrelev opinion hornyfact rt becaus,Hate
2201,wanna hotsausag crime pussi eat nigga rt,Hate
2202,beat 3 faggot deiongottastfu 44 sulunatdigga madden fam got kick field rt huhwhatsacondom goal,Hate
2203,happen wigga iambobo old rt one gonorrhea,Hate
2204,chink iambeautyful eye rt,Hate
2205,ijustbechillinn stop tri bitch mad get dont lol rt,Hate
2206,uh good educ hoe lmao starleasha nigga heard rt islandboirambo give 1stblocjeremiah,Hate
2207,woman obviou treat esteem ea captain low hoe nigga tweet lone rt self ihateva,Hate
2208,pussi eat dont rt iammrechol veget,Hate
2209,respect ask hoe dont rt deserv iammrechol,Hate
2210,chase iceteaa yall hoe rt want,Hate
2211,someon biggest honest day bitch idgafimyella roach shit nigga rt put,Hate
2212,ilovebamf like didnt bitch make cut rt,Hate
2213,quick bitch dick imchiefi ill rt send pic,Hate
2214,high oreo mcdonald bout okay mcflurr school lmao outta nigga drop get job rt grind talkin imneverchillin,Hate
2215,think like wi bitch pregnant bu get nigga fuck rt seat give suppos imneverchillin,Hate
2216,peac marley hoe imnottwitfam bob blunt smoke rt wrote rememb,Hate
2217,think imsledgren sinc graduationthi forgot look book hoe thru done nigga yearbook dont ive rt got,Hate
2218,woman latri wife imtoblam black dick pussi suck girl skill rt white hispan chicksca great,Hate
2219,like bitch talk ya go rt imflashybitch,Hate
2220,woman fat let relationship bitch see befor answer pretti person irregulargawd rt losbeonit lol,Hate
2221,fabbymichel itsdoman meet fact brian ill shit brianlovesass alright dont fag rt give im,Hate
2222,call aa class guy black pussi time kick everi itsmsbrenduh laugh drank rt bc got,Hate
2223,gotta talk weaaak shit pussi nigga get ivansplash rt anoth,Hate
2224,httptcoe72ikjofmg outdoorpoolparti talk bitch day today nigga rt johnikno,Hate
2225,jreynold bitch pnd nigga rt want got,Hate
2226,annoy cunt jacksonbynum rt,Hate
2227,hoe jaidtaylorl rt,Hate
2228,jakegbasedgod never retard go full rt,Hate
2229,call jamesanddaniel janoskian rt faggot onli,Hate
2230,httptco4zsxc straight alreadi bitch whi bipolar buy teddi jamesyoucunt rt grizzli bear im gay would,Hate
2231,bitch jayygee96 dumb rt,Hate
2232,jazzriley hoe none rt cant trust,Hate
2233,never keep bitch put hoe caus rt jazzyblow cant,Hate
2234,campaign matter jessicachasmar behind tranni execut httptco medium homo rt httptcomje5kvl7rf blog stoprush,Hate
2235,import bitch make everi jewlzsantana feel rt,Hate
2236,diaper like good wbcfredjr jimnorton doodi h make wa rageahol hi fag rt daddi still hospic abus,Hate
2237,ha convers cunt everyon jimnorton simpli sterl shut privat rt point releas tape fuck,Hate
2238,even without bitch smh fuckin mad nigga u get feel cant rt girl joebudden pic,Hate
2239,gotta call say ok album bitch carl thi ex ruthless u rt cut fuck lol joebudden thoma b4,Hate
2240,michael price pussi famou budden u nigga ruin rt game joebudden paul jack,Hate
2241,say hoe girl cancel rt anoth cant joecooltvc,Hate
2242,161 follow jonnietherotten cunt piss mean twitter doe stupid rt listen want fu becaus asshol,Hate
2243,jordiiin bitch aint fuck rt,Hate
2244,hoe u explain dont rt juanndacut girl httptcoey7lmc5i2w,Hate
2245,convinc ad afclick ima right click bitch bed shit appear nigga damn rt juanndacut 30 porn,Hate
2246,dm httptcoyck16zinzz twitter rapper trash rt juanndacut link,Hate
2247,wanna day alway aint hoe u get juicccyray rt broke 1stblocjeremiah argu ate energi,Hate
2248,like justcurrieon christooshifti mention mouth aye watch lol rt faggot west2quick,Hate
2249,bitch kenyaletmeknow nigga broke dont rt want,Hate
2250,high tvvitterroast killsheredon school locker thrown nigga trash rt shove got,Hate
2251,kalikushdol drop hoe rt,Hate
2252,gotta hate fck rude alreadi bitch whi ugli kattwilliam ghetto rt loud,Hate
2253,kill glenn gonna maggi carl hoe keosgunnplay u nigga rt take care,Hate
2254,tonight fuckd w lan bouncer man nigga bird gone homi kejonasavag rt mansion chocgirl got rich,Hate
2255,kennedyleighxxx pick struggl bitch shitti ugli person fuck rt cant,Hate
2256,weak store mani vine kerb215 steal nigger knowwwww rt 1234 still,Hate
2257,equat make fuckin lil nigga backward slope form kiaritheston rt scrambl egg cant intercept,Hate
2258,etc like mani dyke crazi classic style killallsimp nigga rt tweet list troll,Hate
2259,sex like salt vinegar bitch tast aint pussi said wa tal killallsimp phone chip rt white rememb,Hate
2260,kingcedd bitch forget kid fuckin face rt nd hit left,Hate
2261,wanna bad kinghorsedick didnt right hoe u realli fuck rt,Hate
2262,bitch ceefourdaartist aint made shit sneak starter u nigga kingl fuck rt dat dissn di,Hate
2263,call pull 1 top hoe ugli nigga rt comeback still kingmil,Hate
2264,talent rihanna hoe kinglonnie19 rt httptcoul4epha2qi taecocki,Hate
2265,never treasur told id forget anoth thing nigga trash rt past one kingj man,Hate
2266,bitch shitti klttygirl better u rt promis im,Hate
2267,kontra402 bitch thi lmao jazminejanay trash damn httptcopfsnlm07il rt,Hate
2268,koolqueef call wife sex nigger dure rt lent gave,Hate
2269,fat bitch lilbthebasedgod lil basedgod fuck rt b nerdi sir ye,Hate
2270,keep brief dese bitch 1waynostra trappa wit dont argu rt lol livylohan dat,Hate
2271,bad never track lohanthoni bitch proud term ive rt lana use uv,Hate
2272,say like hate bitch ri go noth lavidajeannett nigga fake dont rt broke got act care,Hate
2273,like bitchnigga talk lalacoutureexo gfbf dont rt,Hate
2274,cop arrest black bitch wait whiti till racist hear rt white laquishaba cant fastfoodstrik,Hate
2275,latrobemark bird rt wheelerkashhh earli,Hate
2276,like hoe lebronvuitton feel rt killle,Hate
2277,win yo didnt bitch httptcovytcij5s3v queen ill leezusleeko buy hous mexican fuck rt baddest,Hate
2278,hoe lessonswithk nigga rt got,Hate
2279,crazi want bitch better nigga broke dont rt lexxinnn,Hate
2280,sextap iggi made prolli ugli nigga trash liberienn rt gon,Hate
2281,dese nihha ion feel bitches300 rt lilreese300,Hate
2282,shi shoryy rip yea300 money blood bitch wa 50 glizzi hi blew yea rt rider dat citi lilreese300,Hate
2283,call respect even thugyou w son lipstickyoda nigger ppl get rt white uncomfort probabl,Hate
2284,dickmat littlemissarie bitch dick get da rt,Hate
2285,like never bitch shit ab said oml nigga ever question lie rt anoth littlesavag,Hate
2286,livinglegend10 herlipstho keepupwithl httptcoxkyo6drmsh rt faggot got bodi,Hate
2287,let livlopezzz make need hoe thi dont fuck rt clear none whack bodi friend,Hate
2288,someth retard gonna 40 almost lizeth0714 weather 80 saturday today nc rt fucken serious,Hate
2289,lizzardjurado b10oreo nigguh thi yes ooz httptco7dbmdas6om rt one,Hate
2290,yo whisker see pussi rt lookinnnass,Hate
2291,like dyke bitch walk girlfriend pregnant proud around louievre rt got,Hate
2292,santa sleigh come gonna ho hoe rob nigga hi louievre rt hood,Hate
2293,help bitch thi httptcocr8yfmktmg louievre rt lord,Hate
2294,slaveri httptcomeljya6qsp bitch year 20 thi louievre rt foot,Hate
2295,like nut lovelifeest13 rug stain black bitch coupl look dingi u design rt persian west305 boy,Hate
2296,lowkeyston pussi get nigga realli rt girl gay,Hate
2297,hoe nigga gone rt regardless sorri im loyalheart,Hate
2298,call se pregnant classic cupp bonu respons chunki dem liber tweet rt via httptcou8nlywefio lrihendri,Hate
2299,start bitch look httptcoo0agdd9fqh rt luccixo bae,Hate
2300,gotta lucyyluux bitch wa tire nigga leav caus dont anyway rt anoth creep w care,Hate
2301,5so luke5so trash rt,Hate
2302,oreo luvkittensdaili httptco5zmzvt0sul rt ador,Hate
2303,swagfag abo mgkydo mani hate tell nobodi anyth obama understand salut dont latt rt american,Hate
2304,call someon simultan without stake bitch anoth rt want mnyve claim,Hate
2305,call speak way bitch nigga get macklovin truth dont rt ctfu onli em,Hate
2306,even frinc made ill coon madpatsfan1954 type racist lybr3 rt much meat,Hate
2307,watchout madamecrystalb gonna better get caught torus hoessh rt,Hate
2308,bout make work hoe sell shit rob mainetheck nigga wrong dont fuck rt dope song feel,Hate
2309,retard bitch manstagram thi full went httptconxj4qqgmx2 rt,Hate
2310,niggah piss juic youll 100 c cranberri jefdabest mastersleepi rt vitamin,Hate
2311,migosconcert bitch hotnigga shut last bobbyshmurdags9 wa frfr wit rt night turnt af masteroshi,Hate
2312,like ya meechisdead wait boyfriend pussi till u nigga rt break cant act,Hate
2313,dyke httptcok2tu1s85t6 10 befor mettadamnfool free hear moonwp rt ladi,Hate
2314,quiet sittin real bitch shit around midsareforkid fuckin nigga dont fuck rt wr talkin,Hate
2315,hand bitch ugli mikediggem pretti lol rt girl onli fight,Hate
2316,yo nigg g bitch mikediggem nigga realli fuck rt broke onli would,Hate
2317,miketinn icampintens charli ok corrcomm agre cnn carolcnn rt girl carol glad assault aaronworth,Hate
2318,3 fuh vine mikedanielsyg trap bitch day came last funer wa likesh da rt dope dat tryna 18bitch,Hate
2319,guy sam mikeyd15 pussi thi fuck rt,Hate
2320,offseason yanke sign throw shoot sandov corp first east river mikeyhand arod hi teixeira rt base move plan,Hate
2321,everyday say good come naw payday ask money im need mindonsuccess trash mother rt want man,Hate
2322,think httptcodttzplipkm modrojojo basedamerican bitch fam lma pic thi gon fuck rt take ayo,Hate
2323,bouta like side bitch make lay titti mojizel rt take sure pic cdiddi,Hate
2324,yo muhfugginjkel meanwhat say mobilesuitkwamz swing whi bitch fuck rt back,Hate
2325,retard panti bitch wear men cook rt thevinnett moneymaker,Hate
2326,know alreadi bitch readi ah walk go rt door motherofbraylon fed 1inkkofrosess,Hate
2327,call dwight mrnbaallday httpstco9l5e8kkw7d bitch howard nigga rt kobe,Hate
2328,go hoe mrperfect22 nigga rt broke,Hate
2329,topicsnow scream want loy twitter go wa mrjsmart24 hoe nigga tweet trend rt fye recycl use,Hate
2330,ian bitch shot dis yet cant rt send miss mskeshera,Hate
2331,alisonforki ha voteblu ani bitch parasit afford 30year vote msrock4ev longer rt mcconnel,Hate
2332,call never bitch dick eggo rt want becaus leggo mydickiscal,Hate
2333,know abo awarethat flagrant yall need go thi alot rt world mzeccentr care,Hate
2334,bitch nigga fuck rt naishaa,Hate
2335,sucker natexh humbl bitch make camel cock hulk clutch hi fuck rt put hogan,Hate
2336,bitch day leav nigga rt pray natyyg,Hate
2337,retard mix andrewzoudo nenosmarma rt tonykivarki gay,Hate
2338,cord httptcoo5ezd8fsq9 shit nigga niggasblik aux trash rt playin,Hate
2339,yo know like let shame nikowavi finger whi bitch pussi tf nigga death smell rt sit man would,Hate
2340,like makeup ok nikowavi accept bitch look shit men ugli nigga get lol rt girl suppos piec,Hate
2341,nobeeetch nobodi bitch tommyreainigga dont rt care,Hate
2342,small fat like graham bitch yall look titti teddi rt nochillscottyd,Hate
2343,woman hate nomeekjustmilz play bitch complain make yallthem honestli time video nigga rt game still,Hate
2344,lazi eye httptcoehgpt5baa2 front bitch wa rt put noofatchick tryna,Hate
2345,cunt buzz bottl smash head rt becaus notsheriffwoodi,Hate
2346,whiteponyjr hockey faggot finish notoriousbm95 abel312 fallenloki rt stick,Hate
2347,retard femal yall swear notoriousjb kick ovari vonvonricht fuck rt want sometim bro,Hate
2348,grab hand notorioussulo dyke httptcojfo4eczmul imagin thi rt,Hate
2349,nowthatsfresh ani tyga trash rt song,Hate
2350,nowthatsfresh gonna start stroke club hoe ab nigga rt girl friend ga tall cheat,Hate
2351,breed bitch mix last wa 1bookieg fuck rt o3millz,Hate
2352,real bitch said eat nigga kevin ion get gate rt plea tieddd ogmellow booti,Hate
2353,guess yo bitch stolefuck rt httptco0yzgrtegaq oitnbhumor,Hate
2354,gotta tell day hoe oppyouknowm rt one glo,Hate
2355,stop like oshititslaura dumb thin bitch beauti skinni ugli yadirasarmiento rt still act,Hate
2356,bitch officialkingdr thi rt wtf httpstco5bfusp9bfn,Hate
2357,good officiallyic play day whi unemploy thi nigger u caus rt game sit,Hate
2358,pull good officiallyic right bust make got pussi thi nigga rt lemm plea sure im suppos,Hate
2359,like lmaoooo officiallyic onc cod fam stab said nigger ghost person rt sourpowerdr,Hate
2360,attitud ohlawditsniesha bitch talk swear love bruh rt lhhatl,Hate
2361,ignorantlesbian stop bitch ya yall hoe better realiz ohmynina stupid overal rt amen caus,Hate
2362,ontop worst tri told one bitch emot place get militari rt oluwakaponeski babe,Hate
2363,like know supa ciddyp60 dave thincc nigga ion dont fag rt annoy ondav whereyohussleat,Hate
2364,bitch queen time onetimeformoet get fuck rt,Hate
2365,know kill mock way ki handicap slept hubbi harvard babi rt oneandonlytina ditch support,Hate
